"지역","지역구분","연령","성별","1)평일여가시간(시간)","1)평일여가시간(분)","2)주말여가시간(시간)","2)주말여가시간(분)","1)평일독서시간(시간)","1)평일독서시간(분)","2)주말독서시간(시간)","2)주말독서시간(분)","평소책을읽는빈도","전년대비독서시간변화","독서장애요인1","독서장애요인2","독서유용성평가","1)종이책연간독서량","2)전자책연간독서량","본인의독서량평가","독서목적1","독서목적2","독서의계기및기회1","독서의계기및기회2","독서장소1","독서장소2","도서선택시이용정보1","도서선택시이용정보2","도서입수경로1","도서입수경로2","1)종이책도서선호분야1","1)종이책도서선호분야2","1)종이책도서선호분야3","2)전자책도서선호분야1","2)전자책도서선호분야2","2)전자책도서선호분야3","1)종이책도서구입처1","1)종이책도서구입처2","2)전자책도서구입처1","2)전자책도서구입처2","1)종이책연간구입권수","1)종이책연간구입비","2)전자책연간구입권수","2)전자책연간구입비","독서대화","독서권장을받은경험","직장의독서환경1","직장의독서환경2","직장의독서환경3","직장의독서환경4","직장의독서환경5","직장의독서환경6","직장의독서환경7","직장의독서환경8","직장의독서환경9","공공도서관이용경험","주로이용하는공공도서관의종류","공공도서관이용빈도(월)","공공도서관이용빈도(연)","공공도서관이용목적","공공도서관비이용이유","독서프로그램참여경험","참여해본독서프로그램1","참여해본독서프로그램2","참여해본독서프로그램3","참여해본독서프로그램4","참여해본독서프로그램5","참여해본독서프로그램6","독서프로그램참여계기","독서프로그램비참여이유","참여희망독서프로그램1","참여희망독서프로그램2","참여희망독서프로그램3","참여희망독서프로그램4","참여희망독서프로그램5","참여희망독서프로그램6","독서동아리참여경험","참여경험이있는독서동아리1","참여경험이있는독서동아리2","참여경험이있는독서동아리3","참여경험이있는독서동아리4","참여경험이있는독서동아리5","참여경험이있는독서동아리6","독서동아리참여계기","독서동아리비참여이유","참여희망독서동아리1","참여희망독서동아리2","참여희망독서동아리3","참여희망독서동아리4","참여희망독서동아리5","참여희망독서동아리6","1)독서활성화방안(독서환경)1","1)독서활성화방안(독서환경)2","2)독서활성화방안(독서문화)1","2)독서활성화방안(독서문화)2","3)독서활성화방안(독서운동)1","3)독서활성화방안(독서운동)2","4)독서활성화방안(독서복지)1","4)독서활성화방안(독서복지)2","도서구입비세제혜택인지도","도서구입비세제혜택의도움정도","1)본인교육정도최종학력","본인직업","가구월평균소득","가중치"
9,2,40,1,1,0,4,0,0,0,0,30,4,5,1,3,2,16,0,5,8,3,2,4,1,4,1,3,1,3,11,1,9,,,,1,6,,,10,150000,,,3,2,9,,,,,,,,,1,1,1,,1,,2,,,,,,,,5,4,5,,,,,2,,,,,,,,5,3,5,,,,,6,1,2,3,1,3,2,4,4,2,5,5,6,2.165953
9,2,40,1,2,0,5,0,0,0,0,0,5,3,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,9,,,,,,,,,2,,,,,10,2,,,,,,,,1,3,5,,,,,2,,,,,,,,2,1,,,,,,2,6,1,3,2,3,1,2,4,2,6,3,5,2.165953
9,2,40,2,2,0,2,0,1,0,0,0,1,4,1,13,1,6,0,4,4,8,2,10,1,6,1,4,1,3,13,12,9,,,,1,6,,,3,50000,,,4,4,5,,,,,,,,,1,3,4,,4,,2,,,,,,,,4,2,3,5,,,,2,,,,,,,,4,5,,,,,,1,2,1,3,2,3,1,2,5,4,5,5,7,1.811284
9,2,41,1,2,0,4,0,0,0,1,0,3,4,1,2,2,1,1,4,1,3,1,2,1,5,1,4,1,,4,7,3,1,5,4,1,6,3,2,1,18000,1,3500,3,3,7,,,,,,,,,2,,,,,2,1,3,,,,,,4,,4,,,,,,2,,,,,,,,5,1,,,,,,3,2,1,2,2,4,2,5,2,2,6,3,5,2.165953
9,2,41,1,2,0,5,0,0,20,0,30,2,2,1,3,1,6,0,3,3,8,2,3,1,3,2,6,1,2,13,12,1,,,,6,1,,,6,100000,,,2,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,2,3,5,,,,2,,,,,,,,4,1,2,,,,,3,5,2,3,1,2,2,1,3,1,4,4,5,2.148347
9,2,41,1,2,0,5,0,0,30,0,0,4,4,2,4,2,3,0,4,3,6,3,7,6,3,1,6,1,6,13,5,12,,,,6,1,,,3,40000,,,3,2,9,,,,,,,,,2,,,,,8,2,,,,,,,,4,2,3,,,,,2,,,,,,,,2,1,3,,,,,3,4,2,3,1,4,2,5,4,3,6,3,6,2.148347
9,2,41,1,3,0,6,0,0,10,0,30,2,3,1,3,2,5,0,3,1,2,2,3,1,2,2,3,1,7,3,5,8,,,,1,3,,,3,30000,,,4,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,2,4,5,,,,,2,,,,,,,,1,2,,,,,,1,2,3,4,2,3,2,1,3,2,4,8,4,2.165953
9,2,41,1,3,30,10,0,0,0,3,0,3,3,1,4,2,7,0,2,3,1,7,5,4,1,1,2,3,2,6,8,5,,,,98,,,,0,0,,,4,1,9,,,,,,,,,1,1,3,,1,,2,,,,,,,,3,2,,,,,,2,,,,,,,,4,3,,,,,,2,1,1,4,2,1,2,5,5,2,6,3,5,2.165953
9,2,41,2,0,0,3,0,0,0,0,0,5,3,2,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,2,,,,,2,2,,,,,,,,1,6,,,,,,2,,,,,,,,2,2,,,,,,3,6,3,4,2,3,2,5,4,5,6,13,5,1.796560
9,2,41,2,3,0,6,0,0,30,0,0,4,3,4,7,2,3,0,4,4,3,2,3,1,6,5,1,1,5,12,11,13,,,,1,4,,,8,100000,,,3,2,,,,,,,,,,1,3,5,,1,,2,,,,,,,,3,2,5,,,,,2,,,,,,,,3,5,,,,,,2,5,1,4,3,4,4,2,5,2,4,13,4,1.796560
9,2,41,2,4,30,4,30,1,30,1,0,2,3,1,3,2,100,0,2,9,1,10,7,1,4,1,7,3,1,9,1,,,,,4,1,,,35,350000,,,2,2,9,,,,,,,,,1,1,,4,1,,1,1,,,,,,1,,2,4,5,,,,2,,,,,,,,2,4,,,,,,1,2,2,4,3,1,2,5,5,1,6,3,5,1.811284
9,2,42,1,1,0,3,0,0,0,0,0,5,3,1,10,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,2,,,,,,2,,,,,,,,1,2,,,,,,1,3,1,2,2,3,2,4,5,5,6,11,2,2.148347
9,2,42,1,1,30,3,30,0,10,0,0,4,5,1,2,2,8,0,5,4,8,5,7,1,,2,5,3,,1,11,12,,,,98,,,,0,0,,,3,2,9,,,,,,,,,1,1,1,,1,,2,,,,,,,,3,1,5,,,,,2,,,,,,,,5,2,5,,,,,6,2,3,4,1,3,2,4,4,2,5,4,5,2.173234
9,2,42,1,2,0,4,0,0,10,0,30,3,4,1,2,2,1,0,4,1,3,1,3,1,3,4,1,1,2,13,1,4,,,,1,6,,,1,15000,,,3,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,2,3,4,5,,,2,,,,,,,,4,1,3,4,,,,3,2,1,3,1,2,5,2,4,2,6,3,4,2.148347
9,2,42,1,2,0,4,0,0,30,0,30,2,2,1,4,3,13,10,4,9,8,10,11,1,3,10,4,1,3,7,1,2,2,11,1,6,1,2,1,13,220000,10,50000,4,3,9,,,,,,,,,1,2,2,,1,,2,,,,,,,,5,3,,,,,,2,,,,,,,,5,2,5,,,,,3,6,1,2,3,2,1,3,3,2,5,3,5,2.165953
9,2,42,1,2,0,5,0,1,0,1,0,4,3,1,4,3,9,0,5,4,8,2,7,4,1,3,1,2,1,5,14,,,,,6,,,,5,70000,,,3,2,9,,,,,,,,,2,,,,,10,2,,,,,,,,2,5,,,,,,2,,,,,,,,2,2,,,,,,3,6,1,2,2,4,3,4,3,3,4,11,4,2.148347
9,2,42,1,4,0,13,0,0,0,0,30,4,3,2,4,3,3,1,5,1,5,11,7,1,3,1,2,1,4,2,3,5,1,2,,1,6,1,2,1,12000,1,5000,3,2,1,2,,,,,,,,2,,,,,2,2,,,,,,,,2,3,,,,,,2,,,,,,,,2,2,,,,,,1,2,1,3,1,3,2,3,3,3,6,11,6,2.173234
9,2,42,1,5,0,12,0,0,20,0,40,3,3,1,3,2,8,0,4,1,4,1,10,4,2,4,5,3,1,10,12,11,,,,1,2,,,20,320000,,,3,1,9,,,,,,,,,1,1,,4,1,,2,,,,,,,,2,2,3,4,,,,2,,,,,,,,3,4,,,,,,3,4,2,3,2,1,4,1,2,3,6,3,4,2.165953
9,2,42,2,2,0,2,0,0,0,2,0,4,3,4,3,1,9,0,4,4,3,10,5,1,5,1,3,1,2,9,11,2,,,,1,3,,,6,80000,,,5,5,9,,,,,,,,,2,,,,,10,2,,,,,,,,1,5,,,,,,2,,,,,,,,1,2,,,,,,3,4,2,3,1,2,3,4,5,4,4,4,4,1.796560
9,2,42,2,2,0,3,0,0,0,0,0,5,5,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,2,2,3,4,5,,,2,,,,,,,,2,2,4,,,,,4,1,3,4,2,3,2,1,4,3,5,5,5,1.796560
9,2,42,2,3,0,3,0,0,0,0,0,5,5,10,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,2,,,,,5,2,,,,,,,,4,3,4,5,,,,2,,,,,,,,4,3,4,,,,,1,6,2,1,1,2,2,1,4,3,5,13,4,1.811284
9,2,42,2,8,0,6,0,0,30,1,0,2,2,5,6,2,20,0,2,5,6,7,2,7,1,6,7,1,6,3,1,2,,,,1,3,,,10,100000,,,2,4,,,,,,,,,,2,,,,,3,1,1,,,,,,2,,1,,,,,,2,,,,,,,,4,2,,,,,,1,3,2,3,2,1,4,3,3,2,4,13,4,1.796560
9,2,43,1,0,0,1,0,0,0,0,0,5,3,1,10,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,6,,,,,,2,,,,,,,,1,1,,,,,,1,2,1,4,2,3,5,1,5,2,4,8,4,2.116873
9,2,43,1,1,0,2,0,0,0,0,0,5,3,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,5,,,,,2,,,,,,,,5,2,,,,,,3,4,1,2,1,2,5,2,5,2,5,5,5,2.148347
9,2,43,1,1,30,2,0,0,30,1,0,2,4,1,2,2,6,0,5,3,4,2,7,1,3,1,4,1,2,2,1,13,,,,1,6,,,3,20000,,,5,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,2,3,,,,,2,,,,,,,,5,2,,,,,,1,3,1,2,2,1,5,2,2,2,5,5,5,2.148347
9,2,43,1,1,50,3,20,0,30,0,20,2,5,1,2,1,23,1,4,8,3,7,8,3,1,3,4,1,3,3,5,2,2,5,,1,7,2,1,3,57000,1,8000,3,2,1,,,,,,,,,1,1,,4,1,,2,,,,,,,,5,3,5,,,,,2,,,,,,,,4,4,,,,,,4,6,4,2,2,4,1,5,2,2,6,3,5,2.165953
9,2,43,1,2,0,2,0,1,0,0,0,4,3,1,2,2,20,0,5,4,9,7,10,1,,1,8,1,,1,10,12,,,,5,,,,10,120000,,,4,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,5,,,,,2,,,,,,,,5,2,5,,,,,1,4,1,2,1,2,1,2,4,2,5,7,5,2.148347
9,2,43,1,3,0,6,0,0,0,1,0,4,3,2,1,3,5,0,4,1,4,4,6,1,,2,5,7,1,2,3,5,,,,1,6,,,2,20000,,,4,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,3,5,,,,,2,,,,,,,,2,1,,,,,,3,4,1,2,3,1,2,4,5,4,6,11,4,2.116873
9,2,43,1,5,0,2,0,1,0,0,0,2,2,7,1,2,20,5,2,1,4,1,2,1,2,8,1,1,7,10,13,11,2,3,1,1,3,1,3,20,200000,3,20000,4,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,3,4,,,,,2,,,,,,,,2,3,,,,,,1,3,2,3,2,1,4,1,2,2,5,11,5,2.116873
9,2,43,2,0,0,3,0,0,0,0,0,5,3,5,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,2,,,,,,2,,,,,,,,1,1,,,,,,4,3,3,4,1,4,3,4,5,5,4,5,4,1.796560
9,2,43,2,1,0,2,0,0,0,0,0,5,3,4,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9,,,,,,,,,2,,,,,10,2,,,,,,,,5,3,,,,,,2,,,,,,,,5,5,,,,,,4,1,3,1,2,1,1,5,5,4,5,11,6,1.811284
9,2,43,2,1,30,3,0,0,0,0,0,5,3,2,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,5,,,,,2,,,,,,,,5,2,,,,,,1,4,2,1,2,1,2,5,5,2,5,4,5,1.811284
9,2,43,2,1,40,4,40,0,10,0,0,3,3,3,2,3,2,0,4,6,3,2,6,6,1,8,9,1,6,1,11,9,,,,2,1,,,2,27000,,,4,2,9,,,,,,,,,2,,,,,11,2,,,,,,,,3,6,,,,,,2,,,,,,,,3,2,,,,,,2,1,3,4,2,3,1,2,3,2,4,4,3,1.811284
9,2,43,2,2,0,2,0,0,0,0,0,5,3,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,2,,,,,2,,,,,,,,5,2,,,,,,1,3,2,3,1,2,2,5,5,2,4,5,5,1.811284
9,2,43,2,2,0,2,0,0,20,0,30,3,4,3,10,3,2,0,2,9,7,4,6,1,4,7,8,3,1,9,1,10,,,,3,5,,,2,40000,,,2,2,,,,,,,,,,1,1,7,,1,,2,,,,,,,,5,3,,,,,,2,,,,,,,,4,5,,,,,,5,6,2,3,2,3,1,5,3,2,5,13,4,1.796560
9,2,43,2,2,0,3,0,0,30,0,0,3,3,3,2,2,15,0,3,8,4,4,3,4,1,4,2,3,1,1,11,3,,,,6,1,,,8,100000,,,2,2,,,,,,,,,,1,2,2,,1,,2,,,,,,,,2,1,4,,,,,2,,,,,,,,2,2,3,,,,,1,4,4,3,1,2,1,2,5,2,6,13,4,1.811284
9,2,43,2,2,0,5,0,1,0,3,0,4,3,3,4,3,9,0,5,1,7,2,,1,3,3,1,1,,1,2,12,,,,1,3,,,4,50000,,,4,3,,,,,,,,,,2,,,,,10,2,,,,,,,,3,3,4,5,,,,2,,,,,,,,4,3,5,,,,,3,5,1,2,2,1,1,2,3,3,4,13,3,1.811284
9,2,43,2,2,0,5,30,0,0,0,20,3,5,12,,2,20,0,4,5,3,4,6,1,4,1,4,1,3,11,9,1,,,,98,,,,0,0,,,3,1,9,,,,,,,,,1,3,1,,1,,2,,,,,,,,2,4,5,,,,,2,,,,,,,,2,2,,,,,,6,3,2,3,3,1,4,2,5,3,4,3,5,1.811284
9,2,43,2,3,0,6,0,0,0,0,0,5,3,3,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,2,,,,,10,2,,,,,,,,3,3,4,5,,,,2,,,,,,,,2,2,,,,,,2,3,1,2,3,4,2,1,4,3,4,13,5,1.796560
9,2,43,2,3,0,8,0,1,0,1,30,2,2,1,2,2,5,0,2,9,7,8,10,1,4,1,7,1,3,1,13,,,,,1,6,,,15,300000,,,2,2,,,,,,,,,,1,1,8,,1,,2,,,,,,,,2,3,,,,,,2,,,,,,,,3,5,,,,,,4,1,1,3,3,4,2,5,4,2,5,13,5,1.811284
9,2,43,2,3,30,3,0,1,0,0,30,3,4,1,10,4,36,5,2,9,4,10,2,3,,7,1,1,3,1,7,4,1,2,9,1,6,5,3,18,220000,5,90000,4,3,,,,,,,,,,1,1,,5,1,,1,2,,,,,,3,,1,3,,,,,1,4,,,,,,2,,5,,,,,,3,6,1,3,2,3,1,5,4,2,4,13,3,1.796560
9,2,44,1,0,30,2,0,0,0,0,30,3,4,1,2,3,2,2,5,3,6,6,7,1,2,4,9,1,,11,13,12,2,1,11,1,5,98,,2,30000,0,0,3,1,2,6,,,,,,,,2,,,,,3,2,,,,,,,,4,5,,,,,,2,,,,,,,,2,4,,,,,,1,4,2,4,2,3,1,5,4,4,4,3,3,2.165953
9,2,44,1,1,0,3,30,0,0,0,30,2,3,1,2,2,3,0,4,5,1,2,1,1,3,1,8,1,2,4,3,1,,,,3,1,,,3,21000,,,4,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,2,,,,,,2,,,,,,,,5,3,,,,,,3,1,1,3,3,4,2,1,4,2,6,11,5,2.148347
9,2,44,1,1,0,4,0,0,0,0,0,5,3,1,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,4,5,,,,,2,,,,,,,,5,2,5,,,,,1,4,1,3,1,3,1,2,5,3,5,8,5,2.165953
9,2,44,1,2,0,3,0,0,30,0,20,2,2,1,3,2,5,2,2,9,5,10,8,1,4,1,7,3,2,9,2,11,9,2,11,4,5,2,3,30,400000,2,30000,2,1,2,,,,,,,,,1,1,6,,1,,1,2,,,,,,3,,3,6,,,,,2,,,,,,,,3,1,5,,,,,3,4,1,3,2,3,1,2,2,1,6,3,5,2.165953
9,2,44,1,5,0,7,0,0,0,0,0,5,3,4,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,7,,,,,,,2,,,,,10,2,,,,,,,,1,4,,,,,,2,,,,,,,,1,3,,,,,,1,4,2,1,2,4,1,4,5,3,4,8,4,2.116873
9,2,44,2,1,0,9,0,0,0,1,30,1,5,2,1,1,24,3,4,4,3,4,1,2,3,4,3,1,3,7,11,9,7,11,12,6,1,2,,5,150000,3,50000,5,5,9,,,,,,,,,1,1,3,,2,,2,,,,,,,,2,1,2,,,,,2,,,,,,,,2,2,,,,,,1,4,2,4,1,2,2,1,5,2,4,4,5,1.811284
9,2,44,2,1,50,3,20,0,30,0,20,2,5,1,2,1,4,1,4,8,3,7,8,3,1,3,4,1,3,3,5,2,2,5,,1,7,2,1,3,57000,1,8000,3,2,1,,,,,,,,,1,1,,4,1,,2,,,,,,,,5,3,5,,,,,2,,,,,,,,4,4,,,,,,4,6,4,2,2,4,1,5,2,2,6,3,5,1.811284
9,2,44,2,2,0,3,0,1,0,1,0,4,3,1,3,4,10,0,4,4,8,2,10,1,6,1,4,1,,13,12,9,,,,1,6,,,3,50000,,,5,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,2,,,,,,2,,,,,,,,1,1,,,,,,2,6,2,3,3,1,5,2,5,5,4,5,4,1.796560
9,2,44,2,2,0,4,0,0,10,0,20,3,3,1,3,3,20,0,2,6,7,2,6,1,3,2,1,1,2,1,4,2,,,,5,7,,,1,20000,,,5,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,2,2,,,,,,2,,,,,,,,4,2,,,,,,4,1,4,2,2,4,3,4,5,3,6,11,5,1.796560
9,2,44,2,3,0,10,0,0,30,0,30,3,2,1,4,3,20,0,3,4,6,2,7,1,4,1,8,1,3,2,5,9,,,,1,3,,,3,30000,,,3,2,9,,,,,,,,,1,1,,10,1,,2,,,,,,,,5,3,5,,,,,2,,,,,,,,2,2,4,,,,,1,3,4,2,2,1,3,5,5,4,4,3,6,1.811284
9,2,44,2,3,0,4,0,0,40,0,50,1,2,1,3,2,10,0,2,1,3,2,7,2,1,2,4,1,4,1,5,6,,,,1,2,,,4,60000,,,3,2,2,,,,,,,,,1,1,2,,1,,2,,,,,,,,5,4,,,,,,1,1,,,,,,4,,1,5,,,,,3,1,2,3,2,3,1,5,4,1,5,3,3,1.770240
9,2,44,2,3,0,4,20,0,0,0,0,5,3,4,10,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,9,,,,,,,,,2,,,,,3,2,,,,,,,,1,6,,,,,,2,,,,,,,,1,2,,,,,,4,1,1,4,2,3,3,2,5,3,4,8,4,1.811284
9,2,44,2,4,0,6,0,0,0,0,0,5,5,4,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,2,,,,,10,2,,,,,,,,1,4,5,,,,,2,,,,,,,,1,2,,,,,,2,3,3,4,1,2,2,4,5,2,4,13,4,1.796560
9,2,44,2,5,30,8,10,0,0,0,0,5,5,2,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,2,,,,,6,2,,,,,,,,3,3,5,,,,,2,,,,,,,,2,5,,,,,,1,6,1,4,1,3,5,2,5,2,5,13,5,1.796560
9,2,45,1,0,0,0,0,0,0,0,0,5,5,1,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9,,,,,,,,,2,,,,,3,2,,,,,,,,2,6,,,,,,2,,,,,,,,2,2,,,,,,1,2,1,2,1,2,2,5,4,2,4,11,4,2.148347
9,2,45,1,1,30,3,0,0,0,0,0,5,3,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,4,5,,,,,2,,,,,,,,5,2,,,,,,1,3,2,3,1,2,2,1,5,2,4,11,4,2.165953
9,2,45,1,1,30,3,30,0,0,0,0,5,3,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,5,,,,,2,,,,,,,,5,2,,,,,,4,1,2,3,1,2,5,2,4,2,5,8,5,2.148347
9,2,45,1,2,0,3,0,1,0,0,0,4,5,4,1,3,10,0,5,8,,9,2,1,,2,4,1,7,13,3,14,,,,1,6,,,2,30000,,,4,4,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,4,5,,,,,2,,,,,,,,1,4,,,,,,4,1,1,2,2,1,2,5,4,2,4,9,4,2.165953
9,2,45,1,2,0,3,30,0,20,0,30,3,4,1,10,3,7,0,3,9,4,10,3,2,4,5,7,3,,7,1,9,,,,5,6,,,7,80000,,,2,2,1,2,,,,,,,,1,1,10,,1,,2,,,,,,,,5,2,,,,,,2,,,,,,,,5,1,5,,,,,1,5,2,3,2,3,2,5,2,2,5,5,4,2.148347
9,2,45,1,2,0,4,0,0,0,0,0,5,3,1,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,9,,,,,,,,,2,,,,,10,2,,,,,,,,4,4,5,,,,,2,,,,,,,,3,4,,,,,,4,1,2,4,1,2,1,5,4,2,5,4,4,2.148347
9,2,45,1,2,0,5,0,1,0,1,0,4,5,3,2,2,9,0,5,4,8,7,2,1,4,3,12,6,,13,9,6,,,,6,5,,,2,25000,,,5,2,9,,,,,,,,,2,,,,,2,2,,,,,,,,4,4,5,,,,,2,,,,,,,,4,4,,,,,,6,3,4,1,4,3,2,3,5,2,6,4,3,2.165953
9,2,45,1,2,0,6,0,0,0,1,0,3,2,2,10,2,6,0,2,8,7,2,5,1,3,1,5,1,5,4,13,5,,,,6,1,,,6,80000,,,2,2,2,,,,,,,,,2,,,,,2,2,,,,,,,,3,2,5,,,,,2,,,,,,,,2,1,4,,,,,3,6,1,2,3,2,4,5,4,2,4,7,4,2.148347
9,2,45,1,3,0,10,0,0,0,0,30,2,4,1,2,2,10,0,3,2,1,1,7,1,2,8,4,2,1,5,4,6,,,,1,3,,,5,60000,,,3,3,1,2,4,,,,,,,2,,,,,2,1,3,,,,,,4,,1,,,,,,2,,,,,,,,3,5,,,,,,2,3,1,3,2,1,4,3,3,3,6,3,6,2.148347
9,2,45,1,3,0,4,0,0,0,0,0,5,5,4,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,9,,,,,,,,,2,,,,,10,2,,,,,,,,4,3,4,,,,,2,,,,,,,,2,2,,,,,,4,1,1,2,3,4,2,1,4,4,4,7,5,2.165953
9,2,45,1,3,0,5,0,0,0,0,0,5,3,7,10,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,9,,,,,,,,,2,,,,,9,2,,,,,,,,3,4,5,,,,,2,,,,,,,,2,2,,,,,,2,1,3,2,1,4,3,2,3,3,6,11,5,2.165953
9,2,45,1,3,0,5,0,0,0,0,0,5,5,4,6,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,3,,,,,,2,,,,,,,,3,4,,,,,,4,3,2,3,2,3,1,5,5,3,5,9,4,2.148347
9,2,45,1,3,0,6,0,0,0,1,0,3,4,2,1,4,0,2,3,1,3,8,3,3,1,2,8,1,8,,,,4,2,1,,,2,3,,,2,8000,3,2,3,,,,,,,,,2,,,,,2,2,,,,,,,,5,3,,,,,,2,,,,,,,,5,3,,,,,,6,2,2,1,3,2,5,2,4,1,5,3,5,2.148347
9,2,45,1,4,0,8,20,0,10,0,20,2,5,2,3,2,2,1,4,4,7,3,4,3,1,3,4,3,4,5,3,1,7,5,13,6,1,1,,2,35000,1,7000,4,3,1,,,,,,,,,2,,,,,2,2,,,,,,,,5,1,3,,,,,2,,,,,,,,5,1,4,,,,,1,3,2,1,1,2,1,3,1,1,5,3,4,2.148347
9,2,45,2,1,30,3,0,0,0,0,0,5,3,2,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,2,,,,,10,2,,,,,,,,2,1,4,,,,,2,,,,,,,,4,2,5,,,,,1,4,2,1,1,3,5,1,5,2,4,13,5,1.811284
9,2,45,2,2,0,3,30,0,0,1,0,4,3,1,2,2,20,0,4,1,2,5,6,1,,4,2,1,2,11,10,1,,,,1,6,,,20,200000,,,5,2,,,,,,,,,,2,,,,,10,2,,,,,,,,5,4,5,,,,,2,,,,,,,,5,2,,,,,,3,4,1,2,2,1,2,5,5,2,4,13,5,1.796560
9,2,45,2,2,0,4,0,0,0,0,40,1,3,1,2,3,0,3,4,1,5,2,,1,6,4,8,1,,,,,4,1,3,,,3,5,,,3,12000,4,3,,,,,,,,,,2,,,,,2,2,,,,,,,,5,4,,,,,,2,,,,,,,,5,4,,,,,,1,5,3,4,4,1,1,2,4,2,5,13,4,1.796560
9,2,45,2,2,0,4,0,0,30,0,30,3,4,1,10,3,5,3,2,9,8,10,2,1,4,7,10,3,1,2,9,11,2,9,1,1,5,1,2,50,420000,3,20000,2,2,,,,,,,,,,1,1,15,,4,,1,1,2,6,,,,3,,3,,,,,,1,4,,,,,,3,,5,,,,,,1,6,1,3,3,2,1,2,3,1,4,13,4,1.811284
9,2,45,2,2,0,4,0,1,0,1,0,4,3,2,3,2,10,0,2,8,5,2,8,1,,1,7,8,2,1,13,11,,,,1,6,,,5,70000,,,4,2,,,,,,,,,,2,,,,,2,2,,,,,,,,5,4,5,,,,,2,,,,,,,,5,2,,,,,,1,4,2,3,1,2,5,2,5,2,4,13,4,1.796560
9,2,45,2,2,0,6,0,0,30,0,0,3,4,4,6,1,6,0,5,4,8,2,3,1,,5,1,1,2,1,5,4,,,,3,5,,,2,25000,,,4,1,9,,,,,,,,,2,,,,,3,2,,,,,,,,3,5,,,,,,2,,,,,,,,3,2,,,,,,1,4,1,2,1,2,1,2,5,4,4,3,6,1.796560
9,2,45,2,2,30,4,0,0,0,0,0,5,3,10,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,,,,,,,,,2,,,,,2,2,,,,,,,,1,3,4,,,,,2,,,,,,,,4,2,5,,,,,6,4,3,1,2,3,3,2,3,3,4,4,5,1.811284
